,Building,Ecost_base (€),Ecost_SC (€),Ecost_EC (€),Ecost_EC_BESS (€),Savings_SC (€),Savings_SC (%),Savings_EC (€),Savings_EC (%),Savings_EC_BESS (€),Savings_EC_BESS (%),Income_PV_SC(€),Income_PV_EC(€),Income_PV_EC_B(€),incomeEC_total,incomeEC_b_total,PV_Power_W,PV_Investment_€
61,NoeLuis17,126.39273540000002,84.56521680000002,83.55871485644997,2.486196662951828,41.827518600000005,0.33093293271663776,42.834020543550054,0.33889622222346527,123.9065387370482,0.9803295920838832,420.220773,438.5315518038839,415.3532878662782,127679.1579222,91635.97396047912,6139.2,6753.12
62,NoeLuis19,150.99065579999998,89.41901580000001,88.75597501070364,2.6339350466854277,61.571639999999974,0.4077844398633308,62.23468078929635,0.4121757102090576,148.35672075331456,0.9825556420512916,514.0329433,508.1086250372512,481.2529158604708,127679.1579222,91635.97396047912,3624.0,3986.400000000001
63,NoeLuis1,140.96440869999998,92.5272693,92.41299983530436,2.735075695589317,48.43713939999998,0.3436125462213923,48.55140886469562,0.34442317257558663,138.22933300441065,0.9805974024165908,933.1963245999999,912.3930025563183,864.1691387520273,127679.1579222,91635.97396047912,7134.400000000001,7847.840000000001
64,NoeLuis23,54.61160040000001,35.0525016,35.05218624750656,1.0695834241928732,19.559098800000008,0.35814915982575757,19.559414152493446,0.3581549342855999,53.54201697580714,0.9804147211149506,3272.487271,3232.40700099665,3061.5604967606887,127679.1579222,91635.97396047912,18537.6,20391.36
65,NoeLuis2,1151.2888306999998,856.8234846,763.3445737963424,23.965761516922257,294.4653460999998,0.25577017534423635,387.94425690365745,0.33696518767387146,1127.3230691830777,0.9791835368520421,150.4933644,159.69325313392827,151.25278321798393,127679.1579222,91635.97396047912,2800.0,3080.0000000000005
66,NoeLuis3,653.3352851,427.7503854,427.32713818392637,12.941281085012243,225.58489969999994,0.3452819782502207,226.0081469160736,0.34592980368644966,640.3940040149877,0.9801919758810647,1734.7546647,1714.312893351774,1623.7041411415846,127679.1579222,91635.97396047912,16547.2,18201.92
67,NoeLuis4,937.2233815999998,611.9678898000001,611.4398905810853,18.259192377296028,325.25549179999973,0.3470415892150847,325.78349101891456,0.3476049546083098,918.9641892227038,0.9805177797142401,2121.5929325,2068.993633227316,1959.6384903216242,127679.1579222,91635.97396047912,12435.2,13678.72
68,NoeLuis5,902.3698373999999,587.9355165000001,587.5125069465703,17.60423096814407,314.4343208999999,0.3484539352578319,314.85733045342965,0.3489227115133067,884.7656064318559,0.9804911132459091,1924.6146071000003,1843.5096520736406,1746.0722998203744,127679.1579222,91635.97396047912,11742.4,12916.64
69,NoeLuis6,636.0960984999999,416.8513125,416.4833594380703,12.518191766253832,219.24478599999992,0.3446724268817378,219.61273906192963,0.34525088202836957,623.5779067337461,0.9803202821149613,1156.560656,1140.982120913092,1080.6763467040798,127679.1579222,91635.97396047912,11422.4,12564.64
70,NoeLuis7,850.8004463999999,555.7669281,555.2988276882061,16.7271906023449,295.03351829999997,0.346771701341223,295.50161871179387,0.3473218895948547,834.0732557976551,0.9803394665892304,1653.0113664,1584.7316059416862,1500.971777756715,127679.1579222,91635.97396047912,11108.8,12219.680000000002
71,NoeLuis8,1484.0330561999997,1242.7532360999999,593.3634571885307,70.06557924770972,241.27982009999982,0.16258385828535285,890.669599011469,0.6001683017035407,1413.9674769522899,0.9527870494831705,544.5873066,589.3671298216686,558.2165618979611,127679.1579222,91635.97396047912,9680.0,10648.0
72,NoeLuis9,322.5197868,209.47547430000003,209.39154651016145,6.343796001765586,113.04431249999999,0.35050349506184153,113.12824028983857,0.35076372030467484,316.1759907982344,0.980330521532623,1175.9300763,1180.5515964727294,1118.154406618432,127679.1579222,91635.97396047912,8345.599999999999,9180.16
